Round,F1,Precision,Recall,FP Rate,FN Rate,Strategy
15,0.8301098104166487,0.9885981993539666,0.7154168414316526,0.002243070008842482,0.07736405697767386,Krum_500
16,0.8285754459496161,0.9885535039238892,0.7131638237307918,0.00224487275749335,0.07797654083180626,Krum_500
17,0.8287055003404069,0.988554283298719,0.7133561342924546,0.002245323444656067,0.07792426112093108,Krum_500
18,0.8278084554819933,0.9885310912610276,0.7120398016548656,0.002245774131818784,0.07828210672812838,Krum_500
19,0.8267283755314963,0.98853069745447,0.7104432924231296,0.002240816573028897,0.07871611846582484,Krum_500
20,0.8270002642395206,0.9885347910187275,0.710842834193481,0.0022412672601916143,0.07860750285961005,Krum_500
1,0.8368038500278088,0.9877877372005874,0.7258563208005424,0.002439569611787092,0.07452607991404495,FedAvg_50
2,0.8364272213708202,0.9879176866999702,0.7252197065274515,0.0024111763205359213,0.07469914378452827,FedAvg_50
3,0.8358518756588097,0.9879345626392013,0.7243460197516209,0.0024048667002578832,0.07493665591928013,FedAvg_50
4,0.8356362933616774,0.9879337100561465,0.724022739066067,0.002403965325932449,0.07502453991600994,FedAvg_50
5,0.8352620517787211,0.9879311867100429,0.7234623858777733,0.002402613264444298,0.07517687217700829,FedAvg_50
6,0.5731893778082114,0.42956659675402437,0.8610887761919525,0.31085110467930455,0.03776307736405698,FedAvg_50
7,0.4274880626500474,0.2718504403664267,1.0,0.7281495596335733,0.0,FedAvg_50
8,0.4274880626500474,0.2718504403664267,1.0,0.7281495596335733,0.0,FedAvg_50
9,0.4274880626500474,0.2718504403664267,1.0,0.7281495596335733,0.0,FedAvg_50
10,0.4274880626500474,0.2718504403664267,1.0,0.7281495596335733,0.0,FedAvg_50
11,0.4274880626500474,0.2718504403664267,1.0,0.7281495596335733,0.0,FedAvg_50
12,0.4274880626500474,0.2718504403664267,1.0,0.7281495596335733,0.0,FedAvg_50
13,0.4274880626500474,0.2718504403664267,1.0,0.7281495596335733,0.0,FedAvg_50
14,0.4274880626500474,0.2718504403664267,1.0,0.7281495596335733,0.0,FedAvg_50
15,0.4274880626500474,0.2718504403664267,1.0,0.7281495596335733,0.0,FedAvg_50
16,0.4274880626500474,0.2718504403664267,1.0,0.7281495596335733,0.0,FedAvg_50
17,0.4274880626500474,0.2718504403664267,1.0,0.7281495596335733,0.0,FedAvg_50
18,0.4274880626500474,0.2718504403664267,1.0,0.7281495596335733,0.0,FedAvg_50
19,0.4274880626500474,0.2718504403664267,1.0,0.7281495596335733,0.0,FedAvg_50
20,0.4274880626500474,0.2718504403664267,1.0,0.7281495596335733,0.0,FedAvg_50
1,0.8366429607059603,0.9877815391559467,0.7256175904481333,0.0024400202989498087,0.07459097886547619,Median_50
2,0.8371584198241425,0.9879378151412104,0.726308913760318,0.002410725633373204,0.0744030423186232,Median_50
3,0.8369735564610457,0.9879597983147779,0.7260187900681542,0.0024053173874206,0.07448191257209869,Median_50
4,0.8350823927592386,0.9879201288157242,0.7231987877803217,0.002403965325932449,0.07524853143588028,Median_50
5,0.8354526308537441,0.9879358570497502,0.7237458781712592,0.002402613264444298,0.07509980467218368,Median_50
6,0.8361531134886603,0.9879530051952806,0.7247886656133795,0.002402613264444298,0.07481632244683468,Median_50
7,0.8341225327939193,0.9876322563817602,0.7219139542864532,0.0024575970982957714,0.07559781398698595,Median_50
8,0.8345559989807394,0.9884071585625693,0.7221493689395233,0.0023025607143211256,0.07553381640988015,Median_50
9,0.8309189606810404,0.9883255762917988,0.7167630153632929,0.0023016593399956915,0.07699809900154767,Median_50
10,0.8304679124460961,0.9885728412696233,0.7159622739729207,0.002249830316283237,0.07721578090113997,Median_50
11,0.8313241320336858,0.9886084222264879,0.717217266172738,0.002246675506144218,0.0768746107189632,Median_50
12,0.8275322266745195,0.9885359236895073,0.7116286549368276,0.002243520696005199,0.07839387714448219,Median_50
13,0.8286584021163104,0.9885667018978908,0.7132798732076573,0.0022426193216797652,0.07794499273041607,Median_50
14,0.82505201782806,0.9884846226312464,0.7079946484612668,0.002242168634517048,0.07938178340515785,Median_50
15,0.8238932046157327,0.9884573711575807,0.706303641798369,0.002242168634517048,0.07984148431112918,Median_50
16,0.8256509775524982,0.9884986787929508,0.7088699930867669,0.002242168634517048,0.07914382058324328,Median_50
17,0.8218967384250605,0.988414811708658,0.7033957734780526,0.0022412672601916143,0.08063198959453478,Median_50
18,0.8208471518438198,0.9883899555489148,0.701872209631775,0.0022412672601916143,0.08104617109707171,Median_50
19,0.8214588507052407,0.9884090209574974,0.7027575013552921,0.00224036588586618,0.08080550415218082,Median_50
20,0.8207035499390148,0.9883911285896774,0.7016616627237475,0.00224036588586618,0.08110340836673677,Median_50
1,0.838491192580011,0.9877964607937696,0.7283944886445587,0.0024463299192278467,0.07383607786792523,Krum_50
2,0.8379325423877696,0.9879391124429545,0.727474382077982,0.00241433113067494,0.07408620924323316,Krum_50
3,0.8383198096341681,0.987994852365482,0.7280281038675975,0.0024048667002578832,0.07393567973088568,Krum_50
4,0.837303236395284,0.9879700604202363,0.7265095135703284,0.0024048667002578832,0.07434850917193445,Krum_50
5,0.8366945292748553,0.9879529766553653,0.7256026698011078,0.0024053173874206,0.07459503504994064,Krum_50
6,0.8341976753765012,0.987905064626568,0.7218807972930631,0.002402613264444298,0.0756068277302403,Krum_50
7,0.83280010434409,0.9878706659416218,0.7198084852061785,0.002402613264444298,0.07617018668363654,Krum_50
8,0.8327681188331517,0.9878743335889378,0.7197587497160932,0.0024017118901188644,0.07618370729851805,Krum_50
9,0.8310820155824996,0.9878326944108937,0.7172653438131538,0.0024017118901188644,0.07686154079124441,Krum_50
10,0.8301130272159536,0.9881897514788565,0.7156356775880277,0.002325095072456975,0.07730456627219522,Krum_50
11,0.832029937463879,0.9883452275873709,0.7184076022354445,0.0023030114014838425,0.0765510173361324,Krum_50
12,0.8304705434494215,0.9883149183279831,0.7161015333451594,0.0023016593399956915,0.07717792317947174,Krum_50
13,0.8305267418573594,0.9885562574384327,0.7160584292537522,0.002253435813584973,0.07718964104570238,Krum_50
14,0.8311522827517945,0.9886201276063634,0.7169553259249558,0.002243520696005199,0.07694581929067248,Krum_50
15,0.8301098104166487,0.9885981993539666,0.7154168414316526,0.002243070008842482,0.07736405697767386,Krum_50
16,0.8285754459496161,0.9885535039238892,0.7131638237307918,0.00224487275749335,0.07797654083180626,Krum_50
17,0.8287055003404069,0.988554283298719,0.7133561342924546,0.002245323444656067,0.07792426112093108,Krum_50
18,0.8278084554819933,0.9885310912610276,0.7120398016548656,0.002245774131818784,0.07828210672812838,Krum_50
19,0.8267283755314963,0.98853069745447,0.7104432924231296,0.002240816573028897,0.07871611846582484,Krum_50
20,0.8270002642395206,0.9885347910187275,0.710842834193481,0.0022412672601916143,0.07860750285961005,Krum_50
1,0.837106121489702,0.9877952267679785,0.7263072559106485,0.002439569611787092,0.07440349300578593,DriftAwareFedAvg_50
2,0.8368143893417946,0.9879338085792494,0.7257933225131011,0.0024098242590477703,0.07454320602622819,DriftAwareFedAvg_50
3,0.8362222538839542,0.9879458455531807,0.7248964258418975,0.0024044160130951664,0.07478702778125808,DriftAwareFedAvg_50
4,0.8356036731093418,0.9879351261348289,0.7239730035759817,0.0024035146387697322,0.07503806053089145,DriftAwareFedAvg_50
5,0.8352241514287847,0.9879302576734899,0.7234060189890101,0.002402613264444298,0.07519219554054066,DriftAwareFedAvg_50
6,0.6352141078302516,0.5551091198508373,0.7423370043651182,0.16173584864843427,0.0700457988294753,DriftAwareFedAvg_50
7,0.4274880626500474,0.2718504403664267,1.0,0.7281495596335733,0.0,DriftAwareFedAvg_50
8,0.4274880626500474,0.2718504403664267,1.0,0.7281495596335733,0.0,DriftAwareFedAvg_50
9,0.4274880626500474,0.2718504403664267,1.0,0.7281495596335733,0.0,DriftAwareFedAvg_50
10,0.4274880626500474,0.2718504403664267,1.0,0.7281495596335733,0.0,DriftAwareFedAvg_50
11,0.4274880626500474,0.2718504403664267,1.0,0.7281495596335733,0.0,DriftAwareFedAvg_50
12,0.4274880626500474,0.2718504403664267,1.0,0.7281495596335733,0.0,DriftAwareFedAvg_50
13,0.4274880626500474,0.2718504403664267,1.0,0.7281495596335733,0.0,DriftAwareFedAvg_50
14,0.4274880626500474,0.2718504403664267,1.0,0.7281495596335733,0.0,DriftAwareFedAvg_50
15,0.4274880626500474,0.2718504403664267,1.0,0.7281495596335733,0.0,DriftAwareFedAvg_50
16,0.4274880626500474,0.2718504403664267,1.0,0.7281495596335733,0.0,DriftAwareFedAvg_50
17,0.4274880626500474,0.2718504403664267,1.0,0.7281495596335733,0.0,DriftAwareFedAvg_50
18,0.4274880626500474,0.2718504403664267,1.0,0.7281495596335733,0.0,DriftAwareFedAvg_50
19,0.4274880626500474,0.2718504403664267,1.0,0.7281495596335733,0.0,DriftAwareFedAvg_50
20,0.4274880626500474,0.2718504403664267,1.0,0.7281495596335733,0.0,DriftAwareFedAvg_50
