Malicious %,F1 Score,Precision,Recall,FP Rate (%),FN Rate (%)
0.4,0.817339581726078,0.9890934777489993,0.6964095949707473,0.2866969992750337,30.359040502874947
0.5,0.4274880626500474,0.2718504403664267,1.0,99.99999999993811,0.0
0.6,0.4274880626500474,0.2718504403664267,1.0,99.99999999993811,0.0
0.7,0.4274880626500474,0.2718504403664267,1.0,99.99999999993811,0.0
0.8,0.4274880626500474,0.2718504403664267,1.0,99.99999999993811,0.0
