Shift Magnitude,F1 Score,Precision,Recall,FP Rate (%),FN Rate (%)
0.1,0.8386172783906096,0.9878567992482995,0.7285519843631619,0.33435604276419084,27.144801563638804
0.2,0.8372881647359779,0.9878085612795038,0.7265741697074393,0.33478930679591046,27.342583029210743
0.5,0.8393422114069833,0.9878460726991145,0.729652796543715,0.3351606759659559,27.03472034558368
1.0,0.8357764697555461,0.9877578149904029,0.7243277834052564,0.3351606759659559,27.567221659428657
2.0,0.8376453960310942,0.987874733359012,0.7270764981573001,0.3331800403923805,27.292350184224745
5.0,0.8343820893978758,0.9877364180092595,0.7222471820700243,0.33478930679591046,27.775281792951528
