Model,Accuracy,Precision,Recall,F1 Score,False Positives,False Negatives,FP Rate (%),FN Rate (%),Model Size (MB),Train Time (s),Inference Time (ms/sample)
Logistic_Regression_SMOTE,0.9702479003621269,0.9361000836195069,0.9558016545367132,0.9458482866107499,7871,5332,2.435869265835007,4.419834546328686,0.0011434555053710938,10.738022327423096,0.00015783645509570793
SGD Classifier_SMOTE,0.9668519741215548,0.9346441701680672,0.9440806379416105,0.9393387052875535,7964,6746,2.4646503408855285,5.591936205838956,0.0013856887817382812,5.864219427108765,7.562750562171465e-05
Random_Forest_SMOTE,0.9959055089720507,0.9851618962067699,1.0,0.9925254943581263,1817,0,0.5623141222236321,0.0,2.15651798248291,69.79761052131653,0.0011773182256353501
