Threshold,Accuracy,Precision,Recall,F1 Score,False Positives,False Negatives,FP Rate (%),FN Rate (%),Model Size (MB),Train Time (s),Inference Time (ms/sample)
0.0011861905301276,0.9081621247916699,0.9813169704185365,0.6750266499334373,0.7998522757297079,7752,196021,0.47980896769892856,32.497335006656265,0.0874,154.51461458206177,0.03250805220409072
